rank,player_name,pokemon_name,teratypes,nature
431,Trista Medine [US],Farigiraf,Water,Armor Tail
432,Tim Edwards [US],urshifu-rapid-strike,Stellar,Unseen Fist
432,Tim Edwards [US],calyrex-ice,Fire,As One
432,Tim Edwards [US],Raging-Bolt,Electric,Protosynthesis
432,Tim Edwards [US],Farigiraf,Water,Armor Tail
432,Tim Edwards [US],Rillaboom,Grass,Grassy Surge
432,Tim Edwards [US],ogerpon-cornerstone-mask,Rock,Sturdy
433,Jean López [CR],Chien-Pao,Stellar,Sword of Ruin
433,Jean López [CR],Tsareena,Ice,Queenly Majesty
433,Jean López [CR],landorus-incarnate,Steel,Sheer Force
433,Jean López [CR],tornadus-incarnate,Water,Prankster
433,Jean López [CR],urshifu-rapid-strike,Grass,Unseen Fist
433,Jean López [CR],Kyogre,Grass,Drizzle
434,Luca Breitling-Pause [DE],Rillaboom,Fire,Grassy Surge
434,Luca Breitling-Pause [DE],tornadus-incarnate,Dark,Prankster
434,Luca Breitling-Pause [DE],calyrex-shadow,Fairy,As One
434,Luca Breitling-Pause [DE],Mienshao,Fighting,Inner Focus
434,Luca Breitling-Pause [DE],Clefairy,Grass,Friend Guard
434,Luca Breitling-Pause [DE],Chi-Yu,Ghost,Beads of Ruin
435,Joaquín Ramos [CL],ogerpon-hearthflame-mask,Fire,Mold Breaker
435,Joaquín Ramos [CL],Amoonguss,Water,Regenerator
435,Joaquín Ramos [CL],urshifu-rapid-strike,Water,Unseen Fist
435,Joaquín Ramos [CL],Grimmsnarl,Ghost,Prankster
435,Joaquín Ramos [CL],Iron-Hands,Water,Quark Drive
435,Joaquín Ramos [CL],Terapagos,Stellar,Tera Shift
436,Walter Ezequiel Pandiani [UY],Annihilape,Stellar,Defiant
436,Walter Ezequiel Pandiani [UY],Torkoal,Fire,Drought
436,Walter Ezequiel Pandiani [UY],Farigiraf,Water,Armor Tail
436,Walter Ezequiel Pandiani [UY],urshifu-single-strike,Grass,Unseen Fist
436,Walter Ezequiel Pandiani [UY],Smeargle,Grass,Own Tempo
436,Walter Ezequiel Pandiani [UY],calyrex-ice,Fire,As One
437,Kevin Miller [US],Flutter-Mane,Grass,Protosynthesis
437,Kevin Miller [US],Farigiraf,Water,Armor Tail
437,Kevin Miller [US],urshifu-rapid-strike,Water,Unseen Fist
437,Kevin Miller [US],Rillaboom,Grass,Grassy Surge
437,Kevin Miller [US],Zamazenta,Dragon,Dauntless Shield
437,Kevin Miller [US],Chien-Pao,Ghost,Sword of Ruin
438,YAN-RONG TSENG [TW],Gouging-Fire,Fairy,Protosynthesis
438,YAN-RONG TSENG [TW],Koraidon,Fire,Orichalcum Pulse
438,YAN-RONG TSENG [TW],Volcarona,Dragon,Flame Body
438,YAN-RONG TSENG [TW],Brute-Bonnet,Water,Protosynthesis
438,YAN-RONG TSENG [TW],Flutter-Mane,Fairy,Protosynthesis
438,YAN-RONG TSENG [TW],Iron-Hands,Grass,Quark Drive
439,Logan Mazur [US],Farigiraf,Water,Armor Tail
439,Logan Mazur [US],Whimsicott,Fire,Prankster
439,Logan Mazur [US],Chi-Yu,Fire,Beads of Ruin
439,Logan Mazur [US],urshifu-single-strike,Dark,Unseen Fist
439,Logan Mazur [US],Iron-Hands,Grass,Quark Drive
439,Logan Mazur [US],Miraidon,Fairy,Hadron Engine
440,Aaron Grubbs [US],urshifu-rapid-strike,Ghost,Unseen Fist
440,Aaron Grubbs [US],calyrex-ice,Fairy,As One
440,Aaron Grubbs [US],Iron-Hands,Grass,Quark Drive
440,Aaron Grubbs [US],Amoonguss,Fairy,Regenerator
440,Aaron Grubbs [US],Pelipper,Ghost,Drizzle
440,Aaron Grubbs [US],ogerpon-cornerstone-mask,Rock,Sturdy
441,César Reyes [MX],Miraidon,Fairy,Hadron Engine
441,César Reyes [MX],ogerpon-hearthflame-mask,Fire,Mold Breaker
441,César Reyes [MX],Whimsicott,Ghost,Prankster
441,César Reyes [MX],Farigiraf,Water,Armor Tail
441,César Reyes [MX],ursaluna-bloodmoon,Normal,Mind’s Eye
441,César Reyes [MX],Iron-Hands,Water,Quark Drive
442,Julian Piñeiro Fernandez [ES],Grimmsnarl,Grass,Prankster
442,Julian Piñeiro Fernandez [ES],Rillaboom,Normal,Grassy Surge
442,Julian Piñeiro Fernandez [ES],Raging-Bolt,Electric,Protosynthesis
442,Julian Piñeiro Fernandez [ES],Incineroar,Ghost,Intimidate
442,Julian Piñeiro Fernandez [ES],Kyogre,Grass,Drizzle
442,Julian Piñeiro Fernandez [ES],urshifu-rapid-strike,Ghost,Unseen Fist
443,Shane Gaffney [US],Annihilape,Water,Defiant
443,Shane Gaffney [US],Farigiraf,Steel,Armor Tail
443,Shane Gaffney [US],Raging-Bolt,Fairy,Protosynthesis
443,Shane Gaffney [US],ogerpon-wellspring-mask,Water,Water Absorb
443,Shane Gaffney [US],Grimmsnarl,Ghost,Prankster
443,Shane Gaffney [US],calyrex-ice,Fire,As One
444,Sebastian Bisbal [PE],Raging-Bolt,Fairy,Protosynthesis
444,Sebastian Bisbal [PE],Rillaboom,Fire,Grassy Surge
444,Sebastian Bisbal [PE],ogerpon-cornerstone-mask,Rock,Sturdy
444,Sebastian Bisbal [PE],Incineroar,Ghost,Intimidate
444,Sebastian Bisbal [PE],Lunala,Fairy,Shadow Shield
444,Sebastian Bisbal [PE],urshifu-rapid-strike,Grass,Unseen Fist
445,Nicholas Donnelly [US],Chi-Yu,Ghost,Beads of Ruin
445,Nicholas Donnelly [US],urshifu-rapid-strike,Stellar,Unseen Fist
445,Nicholas Donnelly [US],tornadus-incarnate,Dark,Prankster
445,Nicholas Donnelly [US],indeedee-female,Water,Psychic Surge
445,Nicholas Donnelly [US],calyrex-shadow,Dark,As One
445,Nicholas Donnelly [US],Iron-Hands,Fire,Quark Drive
446,Arthur Mosca [MX],Farigiraf,Water,Armor Tail
446,Arthur Mosca [MX],Whimsicott,Fire,Prankster
446,Arthur Mosca [MX],Chi-Yu,Ground,Beads of Ruin
446,Arthur Mosca [MX],Miraidon,Fairy,Hadron Engine
446,Arthur Mosca [MX],Iron-Hands,Grass,Quark Drive
446,Arthur Mosca [MX],ursaluna-bloodmoon,Normal,Mind’s Eye
447,Joaquin Crespo [EC],Rillaboom,Fire,Grassy Surge
447,Joaquin Crespo [EC],Chien-Pao,Ghost,Sword of Ruin
447,Joaquin Crespo [EC],Chi-Yu,Grass,Beads of Ruin
447,Joaquin Crespo [EC],Flutter-Mane,Normal,Protosynthesis
447,Joaquin Crespo [EC],Zamazenta,Dragon,Dauntless Shield
447,Joaquin Crespo [EC],Raging-Bolt,Electric,Protosynthesis
448,Rajan Bal [US],Miraidon,Fairy,Hadron Engine
448,Rajan Bal [US],Iron-Boulder,Rock,Quark Drive
448,Rajan Bal [US],Whimsicott,Dark,Prankster
448,Rajan Bal [US],Iron-Hands,Poison,Quark Drive
448,Rajan Bal [US],Farigiraf,Water,Armor Tail
448,Rajan Bal [US],urshifu-single-strike,Dark,Unseen Fist
449,Takuma Yamane [JP],Flutter-Mane,Normal,Protosynthesis
449,Takuma Yamane [JP],urshifu-rapid-strike,Poison,Unseen Fist
449,Takuma Yamane [JP],ogerpon-hearthflame-mask,Fire,Mold Breaker
449,Takuma Yamane [JP],Incineroar,Ghost,Intimidate
449,Takuma Yamane [JP],Rillaboom,Fire,Grassy Surge
449,Takuma Yamane [JP],Terapagos,Stellar,Tera Shift
450,Jesse Romolo [CA],Dondozo,Grass,Unaware
450,Jesse Romolo [CA],tatsugiri-curly,Stellar,Commander
450,Jesse Romolo [CA],indeedee-female,Fairy,Psychic Surge
450,Jesse Romolo [CA],weezing-galar,Dark,Neutralizing Gas
450,Jesse Romolo [CA],calyrex-shadow,Dark,As One
450,Jesse Romolo [CA],Iron-Hands,Grass,Quark Drive
451,Giulio Fioretti [IT],Raging-Bolt,Electric,Protosynthesis
451,Giulio Fioretti [IT],Rillaboom,Fire,Grassy Surge
451,Giulio Fioretti [IT],Clefairy,Ground,Friend Guard
451,Giulio Fioretti [IT],calyrex-shadow,Grass,As One
451,Giulio Fioretti [IT],urshifu-rapid-strike,Stellar,Unseen Fist
451,Giulio Fioretti [IT],Incineroar,Ghost,Intimidate
452,Leandro Pezán [PE],Chien-Pao,Ghost,Sword of Ruin
452,Leandro Pezán [PE],Rillaboom,Fire,Grassy Surge
452,Leandro Pezán [PE],Farigiraf,Fairy,Armor Tail
452,Leandro Pezán [PE],Raging-Bolt,Electric,Protosynthesis
452,Leandro Pezán [PE],urshifu-rapid-strike,Water,Unseen Fist
452,Leandro Pezán [PE],calyrex-ice,Fire,As One
453,Harrison McCowage [AU],urshifu-rapid-strike,Water,Unseen Fist
453,Harrison McCowage [AU],Rillaboom,Fire,Grassy Surge
453,Harrison McCowage [AU],Raging-Bolt,Electric,Protosynthesis
453,Harrison McCowage [AU],Incineroar,Ghost,Intimidate
453,Harrison McCowage [AU],calyrex-shadow,Dark,As One
453,Harrison McCowage [AU],ogerpon-hearthflame-mask,Fire,Mold Breaker
454,Gauthier Clanet [FR],urshifu-rapid-strike,Stellar,Unseen Fist
454,Gauthier Clanet [FR],Incineroar,Water,Intimidate
454,Gauthier Clanet [FR],Rillaboom,Fire,Grassy Surge
454,Gauthier Clanet [FR],calyrex-shadow,Fairy,As One
454,Gauthier Clanet [FR],tornadus-incarnate,Dark,Prankster
454,Gauthier Clanet [FR],Clefairy,Grass,Friend Guard
455,Joseph Kwan [US],Wo-Chien,Poison,Tablets of Ruin
455,Joseph Kwan [US],Gholdengo,Normal,Good as Gold
455,Joseph Kwan [US],Grimmsnarl,Grass,Prankster
455,Joseph Kwan [US],landorus-incarnate,Ground,Sheer Force
455,Joseph Kwan [US],Incineroar,Ghost,Intimidate
455,Joseph Kwan [US],Kyogre,Grass,Drizzle
456,Connor Swikart [US],Archaludon,Grass,Stalwart
456,Connor Swikart [US],urshifu-rapid-strike,Ghost,Unseen Fist
456,Connor Swikart [US],Farigiraf,Dark,Armor Tail
456,Connor Swikart [US],Chien-Pao,Ghost,Sword of Ruin
456,Connor Swikart [US],Kyogre,Water,Drizzle
456,Connor Swikart [US],tornadus-incarnate,Dark,Prankster
457,Kyara Zepeda [CL],Farigiraf,Fairy,Armor Tail
457,Kyara Zepeda [CL],Annihilape,Ghost,Defiant
457,Kyara Zepeda [CL],calyrex-ice,Water,As One
457,Kyara Zepeda [CL],ogerpon-cornerstone-mask,Rock,Sturdy
457,Kyara Zepeda [CL],Rillaboom,Normal,Grassy Surge
457,Kyara Zepeda [CL],Torkoal,Fire,Drought
458,Manuel Juarez [PE],ogerpon-cornerstone-mask,Rock,Sturdy
458,Manuel Juarez [PE],urshifu-rapid-strike,Water,Unseen Fist
458,Manuel Juarez [PE],Farigiraf,Water,Armor Tail
458,Manuel Juarez [PE],calyrex-ice,Fire,As One
458,Manuel Juarez [PE],Rillaboom,Fire,Grassy Surge
458,Manuel Juarez [PE],Raging-Bolt,Electric,Protosynthesis
459,BRUNO PIONTE [BR],Terapagos,Stellar,Tera Shift
459,BRUNO PIONTE [BR],Chi-Yu,Ghost,Beads of Ruin
459,BRUNO PIONTE [BR],Iron-Hands,Grass,Quark Drive
459,BRUNO PIONTE [BR],Grimmsnarl,Ghost,Prankster
459,BRUNO PIONTE [BR],Flutter-Mane,Normal,Protosynthesis
459,BRUNO PIONTE [BR],sinistcha,Water,Hospitality
460,Yuki Shimizu [JP],Farigiraf,Dragon,Armor Tail
460,Yuki Shimizu [JP],urshifu-rapid-strike,Grass,Unseen Fist
460,Yuki Shimizu [JP],Ursaluna,Fairy,Guts
460,Yuki Shimizu [JP],Whimsicott,Dark,Prankster
460,Yuki Shimizu [JP],Rillaboom,Fire,Grassy Surge
460,Yuki Shimizu [JP],Kyogre,Grass,Drizzle
461,Sebastián Huenuvil [CL],Koraidon,Fire,Orichalcum Pulse
461,Sebastián Huenuvil [CL],Raging-Bolt,Electric,Protosynthesis
461,Sebastián Huenuvil [CL],Flutter-Mane,Fairy,Protosynthesis
461,Sebastián Huenuvil [CL],Amoonguss,Dark,Regenerator
461,Sebastián Huenuvil [CL],Incineroar,Ghost,Intimidate
461,Sebastián Huenuvil [CL],Chien-Pao,Ghost,Sword of Ruin
462,Jimmy Friedle [US],urshifu-rapid-strike,Water,Unseen Fist
462,Jimmy Friedle [US],ogerpon-cornerstone-mask,Rock,Sturdy
462,Jimmy Friedle [US],Kingambit,Dark,Defiant
462,Jimmy Friedle [US],tornadus-incarnate,Flying,Prankster
462,Jimmy Friedle [US],Kyogre,Grass,Drizzle
462,Jimmy Friedle [US],indeedee-female,Fairy,Psychic Surge
463,Alejandro Terrazas [MX],enamorus-therian,Fairy,Overcoat
463,Alejandro Terrazas [MX],Torkoal,Grass,Drought
463,Alejandro Terrazas [MX],calyrex-ice,Ground,As One
463,Alejandro Terrazas [MX],Farigiraf,Normal,Armor Tail
463,Alejandro Terrazas [MX],Smeargle,Grass,Own Tempo
463,Alejandro Terrazas [MX],ogerpon-cornerstone-mask,Rock,Sturdy
464,Carlos Caño Bermúdez [ES],ogerpon-cornerstone-mask,Rock,Sturdy
464,Carlos Caño Bermúdez [ES],Flutter-Mane,Water,Protosynthesis
464,Carlos Caño Bermúdez [ES],Chi-Yu,Water,Beads of Ruin
464,Carlos Caño Bermúdez [ES],calyrex-shadow,Normal,As One
464,Carlos Caño Bermúdez [ES],urshifu-rapid-strike,Stellar,Unseen Fist
464,Carlos Caño Bermúdez [ES],indeedee-female,Water,Psychic Surge
465,John Damas [GR],Iron-Hands,Fire,Quark Drive
465,John Damas [GR],Amoonguss,Water,Regenerator
465,John Damas [GR],Incineroar,Ghost,Intimidate
465,John Damas [GR],Kyogre,Grass,Drizzle
465,John Damas [GR],Chien-Pao,Stellar,Sword of Ruin
465,John Damas [GR],tornadus-incarnate,Steel,Prankster
466,Riccardo Minardi [IT],Miraidon,Fairy,Hadron Engine
466,Riccardo Minardi [IT],ogerpon-hearthflame-mask,Fire,Mold Breaker
466,Riccardo Minardi [IT],ursaluna-bloodmoon,Normal,Mind’s Eye
466,Riccardo Minardi [IT],Farigiraf,Water,Armor Tail
466,Riccardo Minardi [IT],urshifu-rapid-strike,Stellar,Unseen Fist
466,Riccardo Minardi [IT],Whimsicott,Fire,Prankster
467,Arthur Katz [BR],Iron-Moth,Grass,Quark Drive
467,Arthur Katz [BR],tornadus-incarnate,Dark,Prankster
467,Arthur Katz [BR],Chien-Pao,Ghost,Sword of Ruin
467,Arthur Katz [BR],Umbreon,Water,Inner Focus
467,Arthur Katz [BR],calyrex-shadow,Fairy,As One
467,Arthur Katz [BR],urshifu-rapid-strike,Grass,Unseen Fist
468,Francisco Gribaudo [AR],Terapagos,Stellar,Tera Shift
468,Francisco Gribaudo [AR],Rillaboom,Fire,Grassy Surge
468,Francisco Gribaudo [AR],Flutter-Mane,Fairy,Protosynthesis
468,Francisco Gribaudo [AR],ogerpon-wellspring-mask,Water,Water Absorb
468,Francisco Gribaudo [AR],Comfey,Grass,Triage
468,Francisco Gribaudo [AR],Incineroar,Ghost,Intimidate
469,Jack Clarke [UK],Okidogi,Water,Guard Dog
469,Jack Clarke [UK],Incineroar,Ghost,Intimidate
469,Jack Clarke [UK],Iron-Jugulis,Ghost,Quark Drive
469,Jack Clarke [UK],Grimmsnarl,Ghost,Prankster
469,Jack Clarke [UK],ogerpon-wellspring-mask,Water,Water Absorb
469,Jack Clarke [UK],Miraidon,Fairy,Hadron Engine
470,Dominic Scheffler [DE],calyrex-ice,Water,As One
470,Dominic Scheffler [DE],urshifu-rapid-strike,Water,Unseen Fist
470,Dominic Scheffler [DE],Pelipper,Ground,Drizzle
470,Dominic Scheffler [DE],Incineroar,Ghost,Intimidate
470,Dominic Scheffler [DE],Smeargle,Ghost,Moody
470,Dominic Scheffler [DE],Raging-Bolt,Fairy,Protosynthesis
471,Erik Holmstrom [US],Incineroar,Ghost,Intimidate
471,Erik Holmstrom [US],Miraidon,Ghost,Hadron Engine
471,Erik Holmstrom [US],Dragonite,Normal,Inner Focus
471,Erik Holmstrom [US],Whimsicott,Fire,Prankster
471,Erik Holmstrom [US],Annihilape,Fire,Defiant
471,Erik Holmstrom [US],Chien-Pao,Ghost,Sword of Ruin
472,Jamie Boyt [UK],Koraidon,Fire,Orichalcum Pulse
472,Jamie Boyt [UK],Munkidori,Fairy,Toxic Chain
472,Jamie Boyt [UK],Brute-Bonnet,Water,Protosynthesis
472,Jamie Boyt [UK],Walking-Wake,Water,Protosynthesis
472,Jamie Boyt [UK],Chien-Pao,Stellar,Sword of Ruin
472,Jamie Boyt [UK],Gouging-Fire,Ground,Protosynthesis
473,Erick Hernández Ortiz [MX],Raging-Bolt,Electric,Protosynthesis
473,Erick Hernández Ortiz [MX],Flutter-Mane,Fairy,Protosynthesis
473,Erick Hernández Ortiz [MX],Chesnaught,Steel,Bulletproof
473,Erick Hernández Ortiz [MX],Rillaboom,Fire,Grassy Surge
473,Erick Hernández Ortiz [MX],Chi-Yu,Water,Beads of Ruin
473,Erick Hernández Ortiz [MX],Koraidon,Fire,Orichalcum Pulse
474,Gustavo Gomes [BR],calyrex-shadow,Ghost,As One
474,Gustavo Gomes [BR],indeedee-female,Fairy,Psychic Surge
474,Gustavo Gomes [BR],Mienshao,Fighting,Inner Focus
474,Gustavo Gomes [BR],urshifu-rapid-strike,Water,Unseen Fist
474,Gustavo Gomes [BR],tornadus-incarnate,Dark,Prankster
474,Gustavo Gomes [BR],landorus-incarnate,Ground,Sheer Force
475,Darius Helmick [US],Raging-Bolt,Electric,Protosynthesis
475,Darius Helmick [US],Pelipper,Ghost,Drizzle
475,Darius Helmick [US],Rillaboom,Fire,Grassy Surge
475,Darius Helmick [US],calyrex-ice,Normal,As One
475,Darius Helmick [US],Incineroar,Ghost,Intimidate
475,Darius Helmick [US],urshifu-rapid-strike,Ghost,Unseen Fist
476,Rhys Johnson [UK],Ting-Lu,Poison,Vessel of Ruin
476,Rhys Johnson [UK],Koraidon,Fire,Orichalcum Pulse
476,Rhys Johnson [UK],Bronzong,Fire,Levitate
476,Rhys Johnson [UK],Raging-Bolt,Fairy,Protosynthesis
476,Rhys Johnson [UK],Garganacl,Ghost,Purifying Salt
476,Rhys Johnson [UK],Flutter-Mane,Fairy,Protosynthesis
477,Zachary Mnich [US],Amoonguss,Water,Regenerator
477,Zachary Mnich [US],ursaluna-bloodmoon,Normal,Mind’s Eye
477,Zachary Mnich [US],Raging-Bolt,Electric,Protosynthesis
477,Zachary Mnich [US],calyrex-ice,Fire,As One
477,Zachary Mnich [US],Smeargle,Grass,Own Tempo
477,Zachary Mnich [US],indeedee-female,Steel,Psychic Surge
478,Daniel Parris [UK],Grimmsnarl,Ghost,Prankster
478,Daniel Parris [UK],Incineroar,Ghost,Intimidate
478,Daniel Parris [UK],urshifu-rapid-strike,Stellar,Unseen Fist
478,Daniel Parris [UK],calyrex-shadow,Fairy,As One
478,Daniel Parris [UK],maushold-family-of-four,Grass,Friend Guard
478,Daniel Parris [UK],Rillaboom,Fire,Grassy Surge
479,Jackson Manning [US],Iron-Hands,Water,Quark Drive
479,Jackson Manning [US],Whimsicott,Fire,Prankster
479,Jackson Manning [US],Farigiraf,Water,Armor Tail
479,Jackson Manning [US],urshifu-single-strike,Dark,Unseen Fist
479,Jackson Manning [US],ogerpon-hearthflame-mask,Fire,Mold Breaker
479,Jackson Manning [US],Miraidon,Fairy,Hadron Engine
480,Joseph Sakowski [US],Zamazenta,Grass,Dauntless Shield
480,Joseph Sakowski [US],Grimmsnarl,Fire,Prankster
480,Joseph Sakowski [US],Incineroar,Water,Intimidate
480,Joseph Sakowski [US],Pelipper,Ghost,Drizzle
480,Joseph Sakowski [US],Raging-Bolt,Fairy,Protosynthesis
480,Joseph Sakowski [US],Chien-Pao,Ghost,Sword of Ruin
481,Simon Schlütter [DE],Rillaboom,Normal,Grassy Surge
481,Simon Schlütter [DE],Raging-Bolt,Electric,Protosynthesis
481,Simon Schlütter [DE],landorus-incarnate,Steel,Sheer Force
481,Simon Schlütter [DE],Kyogre,Grass,Drizzle
481,Simon Schlütter [DE],tornadus-incarnate,Dark,Prankster
481,Simon Schlütter [DE],Incineroar,Ghost,Intimidate
482,Hunter Braum [US],Miraidon,Ghost,Hadron Engine
482,Hunter Braum [US],Whimsicott,Fire,Prankster
482,Hunter Braum [US],Iron-Hands,Water,Quark Drive
482,Hunter Braum [US],landorus-incarnate,Poison,Sheer Force
482,Hunter Braum [US],Gholdengo,Steel,Good as Gold
482,Hunter Braum [US],urshifu-single-strike,Dark,Unseen Fist
483,Manuel Hernandez Marin [ES],Dondozo,Grass,Unaware
483,Manuel Hernandez Marin [ES],tatsugiri-droopy,Stellar,Commander
483,Manuel Hernandez Marin [ES],Chi-Yu,Ghost,Beads of Ruin
483,Manuel Hernandez Marin [ES],Iron-Hands,Grass,Quark Drive
483,Manuel Hernandez Marin [ES],weezing-galar,Water,Neutralizing Gas
483,Manuel Hernandez Marin [ES],calyrex-shadow,Normal,As One
484,Jean-Marc Hebert [CA],Smeargle,Grass,Moody
484,Jean-Marc Hebert [CA],Clefairy,Water,Friend Guard
484,Jean-Marc Hebert [CA],Rillaboom,Fire,Grassy Surge
484,Jean-Marc Hebert [CA],urshifu-rapid-strike,Ghost,Unseen Fist
484,Jean-Marc Hebert [CA],calyrex-shadow,Fairy,As One
484,Jean-Marc Hebert [CA],ogerpon-hearthflame-mask,Fire,Mold Breaker
485,Maicon De Moraes Silveira [BR],Raging-Bolt,Electric,Protosynthesis
485,Maicon De Moraes Silveira [BR],Amoonguss,Dark,Regenerator
485,Maicon De Moraes Silveira [BR],Incineroar,Ghost,Intimidate
485,Maicon De Moraes Silveira [BR],Kyogre,Grass,Drizzle
485,Maicon De Moraes Silveira [BR],Rillaboom,Fire,Grassy Surge
485,Maicon De Moraes Silveira [BR],Grimmsnarl,Grass,Prankster
486,Polydoros Berikakis [GR],Iron-Hands,Water,Quark Drive
486,Polydoros Berikakis [GR],Farigiraf,Water,Armor Tail
486,Polydoros Berikakis [GR],Grimmsnarl,Ghost,Prankster
486,Polydoros Berikakis [GR],Miraidon,Electric,Hadron Engine
486,Polydoros Berikakis [GR],urshifu-rapid-strike,Poison,Unseen Fist
486,Polydoros Berikakis [GR],Volcarona,Grass,Flame Body
487,Sam Plassgård [NO],urshifu-rapid-strike,Stellar,Unseen Fist
487,Sam Plassgård [NO],Miraidon,Fairy,Hadron Engine
487,Sam Plassgård [NO],Whimsicott,Fire,Prankster
487,Sam Plassgård [NO],Farigiraf,Water,Armor Tail
487,Sam Plassgård [NO],ogerpon-hearthflame-mask,Fire,Mold Breaker
487,Sam Plassgård [NO],Ursaluna,Ghost,Guts
488,Nate Engstrom [US],Grimmsnarl,Ghost,Prankster
488,Nate Engstrom [US],Gholdengo,Water,Good as Gold
488,Nate Engstrom [US],Raging-Bolt,Electric,Protosynthesis
488,Nate Engstrom [US],Koraidon,Fire,Orichalcum Pulse
488,Nate Engstrom [US],Chi-Yu,Ghost,Beads of Ruin
488,Nate Engstrom [US],Rillaboom,Fire,Grassy Surge
489,Rich Cuddy [US],ogerpon-cornerstone-mask,Rock,Sturdy
489,Rich Cuddy [US],Iron-Hands,Water,Quark Drive
489,Rich Cuddy [US],urshifu-rapid-strike,Water,Unseen Fist
489,Rich Cuddy [US],indeedee-female,Fairy,Psychic Surge
489,Rich Cuddy [US],calyrex-shadow,Ghost,As One
489,Rich Cuddy [US],tornadus-incarnate,Ground,Prankster
490,Jacob Lintner [US],calyrex-ice,Fire,As One
490,Jacob Lintner [US],Raging-Bolt,Electric,Protosynthesis
490,Jacob Lintner [US],Incineroar,Ghost,Intimidate
490,Jacob Lintner [US],urshifu-rapid-strike,Stellar,Unseen Fist
490,Jacob Lintner [US],Rillaboom,Water,Grassy Surge
490,Jacob Lintner [US],Amoonguss,Dark,Regenerator
491,Luis Enrique Contreras Moreno [MX],calyrex-shadow,Normal,As One
491,Luis Enrique Contreras Moreno [MX],tornadus-incarnate,Steel,Prankster
491,Luis Enrique Contreras Moreno [MX],Clefairy,Grass,Friend Guard
491,Luis Enrique Contreras Moreno [MX],urshifu-rapid-strike,Ghost,Unseen Fist
491,Luis Enrique Contreras Moreno [MX],Chi-Yu,Bug,Beads of Ruin
491,Luis Enrique Contreras Moreno [MX],Rillaboom,Fire,Grassy Surge
492,Sam Tabner [UK],Incineroar,Ghost,Intimidate
492,Sam Tabner [UK],calyrex-shadow,Normal,As One
492,Sam Tabner [UK],Rillaboom,Fire,Grassy Surge
492,Sam Tabner [UK],Raging-Bolt,Electric,Protosynthesis
492,Sam Tabner [UK],Clefairy,Grass,Friend Guard
492,Sam Tabner [UK],urshifu-rapid-strike,Grass,Unseen Fist
493,Zachary Weed [US],Chien-Pao,Stellar,Sword of Ruin
493,Zachary Weed [US],urshifu-rapid-strike,Grass,Unseen Fist
493,Zachary Weed [US],Rillaboom,Fire,Grassy Surge
493,Zachary Weed [US],Volcarona,Water,Flame Body
493,Zachary Weed [US],Zacian,Fairy,Intrepid Sword
493,Zachary Weed [US],Iron-Jugulis,Grass,Quark Drive
494,Austin Forcinito [US],Clefairy,Grass,Friend Guard
494,Austin Forcinito [US],Incineroar,Ghost,Intimidate
494,Austin Forcinito [US],urshifu-rapid-strike,Water,Unseen Fist
494,Austin Forcinito [US],tornadus-incarnate,Dark,Prankster
494,Austin Forcinito [US],Rillaboom,Fire,Grassy Surge
494,Austin Forcinito [US],Terapagos,Stellar,Tera Shift
495,Francisco Alca Chacon [PE],Miraidon,Electric,Hadron Engine
495,Francisco Alca Chacon [PE],urshifu-rapid-strike,Ghost,Unseen Fist
495,Francisco Alca Chacon [PE],Iron-Hands,Water,Quark Drive
495,Francisco Alca Chacon [PE],ogerpon-hearthflame-mask,Fire,Mold Breaker
495,Francisco Alca Chacon [PE],Whimsicott,Fire,Prankster
495,Francisco Alca Chacon [PE],Farigiraf,Fire,Armor Tail
496,Jiho Lee [KR],Farigiraf,Dragon,Armor Tail
496,Jiho Lee [KR],urshifu-rapid-strike,Water,Unseen Fist
496,Jiho Lee [KR],Incineroar,Ghost,Intimidate
496,Jiho Lee [KR],Raging-Bolt,Fairy,Protosynthesis
496,Jiho Lee [KR],Rillaboom,Fire,Grassy Surge
496,Jiho Lee [KR],calyrex-ice,Fire,As One
497,Joseph Russell [UK],Whimsicott,Steel,Prankster
497,Joseph Russell [UK],Ditto,Normal,Imposter
497,Joseph Russell [UK],Amoonguss,Water,Regenerator
497,Joseph Russell [UK],Regidrago,Ghost,Dragon's Maw
497,Joseph Russell [UK],Zacian,Ground,Intrepid Sword
497,Joseph Russell [UK],Chi-Yu,Ghost,Beads of Ruin
498,Karl Kopczynski [US],Whimsicott,Fire,Prankster
498,Karl Kopczynski [US],urshifu-rapid-strike,Stellar,Unseen Fist
498,Karl Kopczynski [US],Farigiraf,Water,Armor Tail
